character_names,season,number_in_season,word_count
Krusty the Clown,14,8,71.0
Krusty the Clown,14,9,0.0
Krusty the Clown,14,10,16.0
Krusty the Clown,14,11,0.0
Krusty the Clown,14,12,100.0
Krusty the Clown,14,13,0.0
Krusty the Clown,14,14,657.0
Krusty the Clown,14,15,0.0
Krusty the Clown,14,16,35.0
Krusty the Clown,14,17,0.0
Krusty the Clown,14,18,10.0
Krusty the Clown,14,19,18.0
Krusty the Clown,14,20,0.0
Krusty the Clown,14,21,0.0
Krusty the Clown,14,22,14.0
Krusty the Clown,15,1,0.0
Krusty the Clown,15,2,0.0
Krusty the Clown,15,3,0.0
Krusty the Clown,15,4,16.0
Krusty the Clown,15,5,0.0
Krusty the Clown,15,6,652.0
Krusty the Clown,15,7,79.0
Krusty the Clown,15,8,0.0
Krusty the Clown,15,9,0.0
Krusty the Clown,15,10,0.0
Krusty the Clown,15,11,0.0
Krusty the Clown,15,12,0.0
Krusty the Clown,15,13,0.0
Krusty the Clown,15,14,4.0
Krusty the Clown,15,15,8.0
Krusty the Clown,15,16,27.0
Krusty the Clown,15,17,0.0
Krusty the Clown,15,18,6.0
Krusty the Clown,15,19,19.0
Krusty the Clown,15,20,0.0
Krusty the Clown,15,21,17.0
Krusty the Clown,15,22,30.0
Krusty the Clown,16,1,0.0
Krusty the Clown,16,2,0.0
Krusty the Clown,16,3,0.0
Krusty the Clown,16,4,12.0
Krusty the Clown,16,5,50.0
Krusty the Clown,16,6,32.0
Krusty the Clown,16,7,4.0
Krusty the Clown,16,8,0.0
Krusty the Clown,16,9,0.0
Krusty the Clown,16,10,55.0
Krusty the Clown,16,11,0.0
Krusty the Clown,16,12,0.0
Krusty the Clown,16,13,23.0
Krusty the Clown,16,14,0.0
Krusty the Clown,16,15,15.0
Krusty the Clown,16,16,21.0
Krusty the Clown,16,17,70.0
Krusty the Clown,16,18,327.0
Krusty the Clown,16,19,56.0
Krusty the Clown,16,20,0.0
Krusty the Clown,16,21,0.0
Krusty the Clown,17,1,0.0
Krusty the Clown,17,2,0.0
Krusty the Clown,17,3,38.0
Krusty the Clown,17,4,8.0
Krusty the Clown,17,5,37.0
Krusty the Clown,17,6,0.0
Krusty the Clown,17,7,7.0
Krusty the Clown,17,8,175.0
Krusty the Clown,17,9,46.0
Krusty the Clown,17,10,0.0
Krusty the Clown,17,11,0.0
Krusty the Clown,17,12,92.0
Krusty the Clown,17,13,0.0
Krusty the Clown,17,14,33.0
Krusty the Clown,17,15,0.0
Krusty the Clown,17,16,0.0
Krusty the Clown,17,17,0.0
Krusty the Clown,17,18,14.0
Krusty the Clown,17,19,0.0
Krusty the Clown,17,20,0.0
Krusty the Clown,17,21,0.0
Krusty the Clown,17,22,0.0
Krusty the Clown,18,1,52.0
Krusty the Clown,18,2,95.0
Krusty the Clown,18,3,30.0
Krusty the Clown,18,4,156.0
Krusty the Clown,18,5,36.0
Krusty the Clown,18,6,0.0
Krusty the Clown,18,7,42.0
Krusty the Clown,18,8,0.0
Krusty the Clown,18,9,77.0
Krusty the Clown,18,10,0.0
Krusty the Clown,18,11,6.0
Krusty the Clown,18,12,19.0
Krusty the Clown,18,13,22.0
Krusty the Clown,18,14,279.0
Krusty the Clown,18,15,0.0
Krusty the Clown,18,16,31.0
Krusty the Clown,18,17,48.0
Krusty the Clown,18,18,7.0
Krusty the Clown,18,19,0.0
Krusty the Clown,18,20,0.0
Krusty the Clown,18,21,0.0
Krusty the Clown,18,22,78.0
Krusty the Clown,19,1,0.0
Krusty the Clown,19,2,0.0
Krusty the Clown,19,3,9.0
Krusty the Clown,19,4,124.0
Krusty the Clown,19,5,8.0
Krusty the Clown,19,6,0.0
Krusty the Clown,19,7,17.0
Krusty the Clown,19,8,99.0
Krusty the Clown,19,9,69.0
Krusty the Clown,19,10,82.0
Krusty the Clown,19,11,7.0
Krusty the Clown,19,12,0.0
Krusty the Clown,19,13,0.0
Krusty the Clown,19,14,0.0
Krusty the Clown,19,15,0.0
Krusty the Clown,19,16,28.0
Krusty the Clown,19,17,30.0
Krusty the Clown,19,18,0.0
Krusty the Clown,19,19,0.0
Krusty the Clown,19,20,671.0
Krusty the Clown,20,1,0.0
Krusty the Clown,20,2,31.0
Krusty the Clown,20,3,9.0
Krusty the Clown,20,5,0.0
Krusty the Clown,20,6,0.0
Krusty the Clown,20,7,63.0
Krusty the Clown,20,8,0.0
Krusty the Clown,20,9,0.0
Krusty the Clown,20,10,0.0
Krusty the Clown,20,11,0.0
Krusty the Clown,20,12,0.0
Krusty the Clown,20,13,0.0
Krusty the Clown,20,14,8.0
Krusty the Clown,20,15,86.0
Krusty the Clown,20,16,0.0
Krusty the Clown,20,17,0.0
Krusty the Clown,20,18,0.0
Krusty the Clown,20,19,1.0
Krusty the Clown,20,20,0.0
Krusty the Clown,21,1,73.0
Krusty the Clown,21,2,0.0
Krusty the Clown,21,3,36.0
Krusty the Clown,21,4,37.0
Krusty the Clown,21,5,0.0
Krusty the Clown,21,7,17.0
Krusty the Clown,21,8,0.0
Krusty the Clown,21,9,0.0
Krusty the Clown,21,10,506.0
Krusty the Clown,21,11,6.0
Krusty the Clown,21,12,0.0
Krusty the Clown,21,13,0.0
Krusty the Clown,21,14,0.0
Krusty the Clown,21,15,0.0
Krusty the Clown,21,16,41.0
Krusty the Clown,21,17,0.0
Krusty the Clown,21,18,12.0
Krusty the Clown,21,19,0.0
Krusty the Clown,21,20,32.0
Krusty the Clown,21,21,79.0
Krusty the Clown,21,22,0.0
Krusty the Clown,21,23,46.0
Krusty the Clown,22,1,386.0
Krusty the Clown,22,2,13.0
Krusty the Clown,22,3,0.0
Krusty the Clown,22,4,0.0
Krusty the Clown,22,5,59.0
Krusty the Clown,22,6,29.0
Krusty the Clown,22,7,0.0
Krusty the Clown,22,8,0.0
Krusty the Clown,22,9,15.0
Krusty the Clown,22,10,0.0
Krusty the Clown,22,11,0.0
Krusty the Clown,22,12,0.0
Krusty the Clown,22,13,0.0
Krusty the Clown,22,14,0.0
Krusty the Clown,22,15,0.0
Krusty the Clown,22,16,48.0
Krusty the Clown,22,17,0.0
Krusty the Clown,22,18,0.0
Krusty the Clown,22,19,7.0
Krusty the Clown,22,20,0.0
Krusty the Clown,22,21,0.0
Krusty the Clown,22,22,0.0
Krusty the Clown,23,1,0.0
Krusty the Clown,23,2,0.0
Krusty the Clown,23,3,36.0
Krusty the Clown,23,4,0.0
Krusty the Clown,23,5,31.0
Krusty the Clown,23,6,0.0
Krusty the Clown,23,7,140.0
Krusty the Clown,23,8,892.0
Krusty the Clown,23,9,31.0
Krusty the Clown,23,10,0.0
Krusty the Clown,23,11,0.0
Krusty the Clown,23,12,0.0
Krusty the Clown,23,13,0.0
Krusty the Clown,23,14,5.0
Krusty the Clown,23,15,0.0
Krusty the Clown,23,16,0.0
Krusty the Clown,23,17,0.0
Krusty the Clown,23,18,0.0
Krusty the Clown,23,19,0.0
Krusty the Clown,23,20,93.0
Krusty the Clown,23,21,2.0
Krusty the Clown,23,22,0.0
Krusty the Clown,24,1,0.0
Krusty the Clown,24,2,0.0
Krusty the Clown,24,3,0.0
Krusty the Clown,24,4,11.0
Krusty the Clown,24,5,0.0
Krusty the Clown,24,6,15.0
Krusty the Clown,24,7,0.0
Krusty the Clown,24,8,40.0
Krusty the Clown,24,9,0.0
Krusty the Clown,24,10,24.0
Krusty the Clown,24,11,0.0
Krusty the Clown,24,12,0.0
Krusty the Clown,24,13,10.0
Krusty the Clown,24,14,0.0
Krusty the Clown,24,15,0.0
Krusty the Clown,24,16,15.0
Krusty the Clown,24,17,0.0
Krusty the Clown,24,18,55.0
Krusty the Clown,24,19,0.0
Krusty the Clown,24,20,25.0
Krusty the Clown,24,21,0.0
Krusty the Clown,24,22,0.0
Krusty the Clown,25,1,0.0
Krusty the Clown,25,2,24.0
Krusty the Clown,25,3,93.0
Krusty the Clown,25,4,0.0
Krusty the Clown,25,5,0.0
Krusty the Clown,25,6,24.0
Krusty the Clown,25,7,359.0
Krusty the Clown,25,8,17.0
Krusty the Clown,25,9,0.0
Krusty the Clown,25,10,5.0
Krusty the Clown,25,11,0.0
Krusty the Clown,25,12,15.0
Krusty the Clown,25,13,9.0
Krusty the Clown,25,14,0.0
Krusty the Clown,25,15,0.0
Krusty the Clown,25,16,17.0
Krusty the Clown,25,17,0.0
Krusty the Clown,25,18,17.0
Krusty the Clown,25,19,0.0
Krusty the Clown,25,21,0.0
Krusty the Clown,25,22,4.0
Krusty the Clown,26,1,723.0
Krusty the Clown,26,2,0.0
Krusty the Clown,26,3,44.0
Krusty the Clown,26,4,0.0
Krusty the Clown,26,5,0.0
Krusty the Clown,26,6,6.0
Krusty the Clown,26,7,0.0
Krusty the Clown,26,8,0.0
Krusty the Clown,26,9,0.0
Krusty the Clown,26,10,0.0
Krusty the Clown,26,11,5.0
Krusty the Clown,26,12,0.0
Krusty the Clown,26,13,0.0
Krusty the Clown,26,14,3.0
Krusty the Clown,26,15,0.0
Krusty the Clown,26,16,0.0
Lisa Simpson,1,1,222.0
Lisa Simpson,1,2,71.0
Lisa Simpson,1,3,54.0
Lisa Simpson,1,4,150.0
Lisa Simpson,1,5,224.0
Lisa Simpson,1,6,339.0
Lisa Simpson,1,7,68.0
Lisa Simpson,1,8,54.0
Lisa Simpson,1,9,202.0
Lisa Simpson,1,10,34.0
Lisa Simpson,1,11,117.0
Lisa Simpson,1,12,181.0
Lisa Simpson,1,13,155.0
Lisa Simpson,2,1,86.0
Lisa Simpson,2,2,22.0
Lisa Simpson,2,3,340.0
Lisa Simpson,2,4,143.0
Lisa Simpson,2,5,173.0
Lisa Simpson,2,6,329.0
Lisa Simpson,2,7,336.0
Lisa Simpson,2,8,133.0
Lisa Simpson,2,9,90.0
Lisa Simpson,2,10,35.0
Lisa Simpson,2,11,137.0
Lisa Simpson,2,12,66.0
Lisa Simpson,2,13,212.0
Lisa Simpson,2,14,45.0
Lisa Simpson,2,15,144.0
Lisa Simpson,2,16,327.0
Lisa Simpson,2,17,137.0
Lisa Simpson,2,18,145.0
Lisa Simpson,2,19,584.0
Lisa Simpson,2,20,135.0
Lisa Simpson,2,21,126.0
Lisa Simpson,2,22,112.0
Lisa Simpson,3,1,332.0
Lisa Simpson,3,2,454.0
Lisa Simpson,3,3,139.0
Lisa Simpson,3,4,44.0
Lisa Simpson,3,5,148.0
Lisa Simpson,3,6,212.0
Lisa Simpson,3,7,128.0
Lisa Simpson,3,8,302.0
Lisa Simpson,3,9,58.0
Lisa Simpson,3,10,64.0
Lisa Simpson,3,11,52.0
Lisa Simpson,3,12,64.0
Lisa Simpson,3,13,133.0
Lisa Simpson,3,14,691.0
Lisa Simpson,3,15,119.0
Lisa Simpson,3,16,148.0
Lisa Simpson,3,17,51.0
Lisa Simpson,3,18,274.0
Lisa Simpson,3,19,83.0
Lisa Simpson,3,20,57.0
Lisa Simpson,3,21,75.0
Lisa Simpson,3,22,29.0
Lisa Simpson,3,23,179.0
Lisa Simpson,3,24,159.0
Lisa Simpson,4,1,327.0
Lisa Simpson,4,2,61.0
Lisa Simpson,4,3,49.0
Lisa Simpson,4,4,340.0
Lisa Simpson,4,5,64.0
Lisa Simpson,4,6,143.0
Lisa Simpson,4,7,58.0
Lisa Simpson,4,8,73.0
Lisa Simpson,4,9,77.0
Lisa Simpson,4,10,88.0
Lisa Simpson,4,11,99.0
Lisa Simpson,4,12,56.0
Lisa Simpson,4,13,136.0
Lisa Simpson,4,14,51.0
Lisa Simpson,4,15,342.0
Lisa Simpson,4,16,173.0
Lisa Simpson,4,17,106.0
Lisa Simpson,4,18,123.0
Lisa Simpson,4,19,213.0
Lisa Simpson,4,20,144.0
Lisa Simpson,4,21,75.0
Lisa Simpson,4,22,118.0
Lisa Simpson,5,1,89.0
Lisa Simpson,5,2,111.0
Lisa Simpson,5,3,136.0
Lisa Simpson,5,4,77.0
Lisa Simpson,5,5,201.0
Lisa Simpson,5,6,61.0
Lisa Simpson,5,7,153.0
Lisa Simpson,5,8,29.0
Lisa Simpson,5,9,56.0
Lisa Simpson,5,10,210.0
Lisa Simpson,5,11,142.0
Lisa Simpson,5,12,150.0
Lisa Simpson,5,13,98.0
Lisa Simpson,5,14,614.0
Lisa Simpson,5,15,59.0
Lisa Simpson,5,16,122.0
Lisa Simpson,5,17,211.0
Lisa Simpson,5,18,75.0
Lisa Simpson,5,19,85.0
Lisa Simpson,5,20,148.0
Lisa Simpson,5,21,80.0
Lisa Simpson,5,22,156.0
Lisa Simpson,6,1,287.0
Lisa Simpson,6,2,533.0
Lisa Simpson,6,3,238.0
Lisa Simpson,6,4,187.0
Lisa Simpson,6,5,389.0
Lisa Simpson,6,6,95.0
Lisa Simpson,6,7,256.0
Lisa Simpson,6,8,329.0
Lisa Simpson,6,9,159.0
Lisa Simpson,6,10,137.0
Lisa Simpson,6,11,148.0
Lisa Simpson,6,12,129.0
Lisa Simpson,6,13,100.0
Lisa Simpson,6,14,101.0
Lisa Simpson,6,15,46.0
Lisa Simpson,6,16,269.0
Lisa Simpson,6,17,90.0
Lisa Simpson,6,18,93.0
Lisa Simpson,6,19,589.0
Lisa Simpson,6,20,207.0
Lisa Simpson,6,21,204.0
Lisa Simpson,6,22,438.0
Lisa Simpson,6,23,128.0
Lisa Simpson,6,24,45.0
Lisa Simpson,6,25,134.0
Lisa Simpson,7,1,464.0
Lisa Simpson,7,2,40.0
Lisa Simpson,7,3,204.0
Lisa Simpson,7,4,190.0
Lisa Simpson,7,5,510.0
Lisa Simpson,7,6,214.0
Lisa Simpson,7,7,166.0
Lisa Simpson,7,8,195.0
Lisa Simpson,7,9,188.0
Lisa Simpson,7,10,103.0
Lisa Simpson,7,11,121.0
Lisa Simpson,7,12,21.0
Lisa Simpson,7,13,30.0
Lisa Simpson,7,14,284.0
Lisa Simpson,7,15,202.0
Lisa Simpson,7,16,606.0
Lisa Simpson,7,17,73.0
Lisa Simpson,7,18,151.0
Lisa Simpson,7,19,23.0
Lisa Simpson,7,20,447.0
Lisa Simpson,7,21,105.0
Lisa Simpson,7,22,52.0
Lisa Simpson,7,23,175.0
Lisa Simpson,7,24,109.0
Lisa Simpson,7,25,587.0
Lisa Simpson,8,1,292.0
Lisa Simpson,8,2,130.0
Lisa Simpson,8,3,32.0
Lisa Simpson,8,4,67.0
Lisa Simpson,8,5,82.0
Lisa Simpson,8,6,84.0
Lisa Simpson,8,7,673.0
Lisa Simpson,8,8,124.0
Lisa Simpson,8,9,33.0
Lisa Simpson,8,10,115.0
Lisa Simpson,8,11,47.0
Lisa Simpson,8,12,56.0
Lisa Simpson,8,13,201.0
Lisa Simpson,8,14,156.0
Lisa Simpson,8,15,148.0
Lisa Simpson,8,16,115.0
Lisa Simpson,8,17,742.0
Lisa Simpson,8,18,42.0
Lisa Simpson,8,19,51.0
Lisa Simpson,8,20,172.0
Lisa Simpson,8,21,482.0
Lisa Simpson,8,22,88.0
Lisa Simpson,8,23,11.0
Lisa Simpson,8,24,70.0
Lisa Simpson,8,25,431.0
Lisa Simpson,9,1,182.0
Lisa Simpson,9,2,98.0
Lisa Simpson,9,3,182.0
Lisa Simpson,9,4,188.0
Lisa Simpson,9,5,116.0
Lisa Simpson,9,6,96.0
Lisa Simpson,9,7,81.0
Lisa Simpson,9,8,642.0
Lisa Simpson,9,9,134.0
Lisa Simpson,9,10,181.0
Lisa Simpson,9,11,97.0
Lisa Simpson,9,12,159.0
Lisa Simpson,9,13,111.0
Lisa Simpson,9,14,320.0
Lisa Simpson,9,15,83.0
Lisa Simpson,9,16,29.0
Lisa Simpson,9,17,703.0
Lisa Simpson,9,18,42.0
Lisa Simpson,9,19,62.0
Lisa Simpson,9,20,44.0
Lisa Simpson,9,21,594.0
Lisa Simpson,9,22,138.0
Lisa Simpson,9,23,35.0
Lisa Simpson,9,24,645.0
Lisa Simpson,9,25,101.0
Lisa Simpson,10,1,653.0
Lisa Simpson,10,2,124.0
Lisa Simpson,10,3,187.0
Lisa Simpson,10,4,94.0
Lisa Simpson,10,5,73.0
Lisa Simpson,10,6,76.0
Lisa Simpson,10,7,539.0
Lisa Simpson,10,8,97.0
Lisa Simpson,10,9,44.0
Lisa Simpson,10,10,43.0
Lisa Simpson,10,11,191.0
Lisa Simpson,10,12,117.0
Lisa Simpson,10,13,85.0
Lisa Simpson,10,14,34.0
Lisa Simpson,10,15,122.0
Lisa Simpson,10,16,665.0
Lisa Simpson,10,17,158.0
Lisa Simpson,10,18,147.0
Lisa Simpson,10,19,132.0
Lisa Simpson,10,20,214.0
Lisa Simpson,10,21,66.0
Lisa Simpson,10,22,508.0
Lisa Simpson,10,23,260.0
Lisa Simpson,11,1,52.0
Lisa Simpson,11,2,129.0
Lisa Simpson,11,3,214.0
Lisa Simpson,11,4,167.0
Lisa Simpson,11,5,223.0
Lisa Simpson,11,6,51.0
Lisa Simpson,11,7,59.0
Lisa Simpson,11,8,69.0
Lisa Simpson,11,9,347.0
Lisa Simpson,11,10,447.0
Lisa Simpson,11,11,107.0
Lisa Simpson,11,12,84.0
Lisa Simpson,11,13,191.0
Lisa Simpson,11,14,104.0
Lisa Simpson,11,15,84.0
Lisa Simpson,11,16,117.0
Lisa Simpson,11,17,576.0
Lisa Simpson,11,18,133.0
Lisa Simpson,11,19,115.0
Lisa Simpson,11,20,336.0
Lisa Simpson,11,21,137.0
Lisa Simpson,11,22,205.0
Lisa Simpson,12,1,199.0
Lisa Simpson,12,2,114.0
Lisa Simpson,12,3,64.0
Lisa Simpson,12,4,442.0
Lisa Simpson,12,5,137.0
Lisa Simpson,12,6,152.0
Lisa Simpson,12,7,92.0
Lisa Simpson,12,8,100.0
Lisa Simpson,12,9,191.0
Lisa Simpson,12,10,42.0
Lisa Simpson,12,11,92.0
Lisa Simpson,12,12,135.0
Lisa Simpson,12,13,12.0
Lisa Simpson,12,14,144.0
Lisa Simpson,12,15,94.0
Lisa Simpson,12,16,494.0
Lisa Simpson,12,17,239.0
Lisa Simpson,12,18,340.0
Lisa Simpson,12,19,105.0
Lisa Simpson,12,20,93.0
Lisa Simpson,12,21,79.0
Lisa Simpson,13,1,139.0
Lisa Simpson,13,2,110.0
Lisa Simpson,13,3,160.0
Lisa Simpson,13,4,71.0
Lisa Simpson,13,5,137.0
Lisa Simpson,13,6,429.0
Lisa Simpson,13,7,180.0
Lisa Simpson,13,8,92.0
Lisa Simpson,13,9,116.0
Lisa Simpson,13,10,69.0
Lisa Simpson,13,11,159.0
Lisa Simpson,13,12,109.0
Lisa Simpson,13,13,115.0
Lisa Simpson,13,14,256.0
Lisa Simpson,13,15,274.0
Lisa Simpson,13,16,66.0
Lisa Simpson,13,17,79.0
Lisa Simpson,13,18,131.0
Lisa Simpson,13,19,34.0
Lisa Simpson,13,20,391.0
Lisa Simpson,13,21,41.0
Lisa Simpson,13,22,78.0
Lisa Simpson,14,1,227.0
Lisa Simpson,14,2,127.0
Lisa Simpson,14,3,338.0
Lisa Simpson,14,4,144.0
Lisa Simpson,14,5,166.0
Lisa Simpson,14,6,28.0
Lisa Simpson,14,7,117.0
Lisa Simpson,14,8,348.0
Lisa Simpson,14,9,89.0
Lisa Simpson,14,10,103.0
Lisa Simpson,14,11,167.0
Lisa Simpson,14,12,388.0
Lisa Simpson,14,13,59.0
Lisa Simpson,14,14,208.0
Lisa Simpson,14,15,52.0
Lisa Simpson,14,16,362.0
Lisa Simpson,14,17,145.0
Lisa Simpson,14,18,385.0
Lisa Simpson,14,19,266.0
Lisa Simpson,14,20,50.0
Lisa Simpson,14,21,50.0
Lisa Simpson,14,22,110.0
Lisa Simpson,15,1,254.0
Lisa Simpson,15,2,106.0
Lisa Simpson,15,3,638.0
Lisa Simpson,15,4,205.0
Lisa Simpson,15,5,142.0
Lisa Simpson,15,6,198.0
Lisa Simpson,15,7,109.0
Lisa Simpson,15,8,99.0
Lisa Simpson,15,9,210.0
Lisa Simpson,15,10,168.0
Lisa Simpson,15,11,86.0
Lisa Simpson,15,12,309.0
Lisa Simpson,15,13,550.0
Lisa Simpson,15,14,252.0
Lisa Simpson,15,15,196.0
Lisa Simpson,15,16,53.0
Lisa Simpson,15,17,48.0
Lisa Simpson,15,18,253.0
Lisa Simpson,15,19,190.0
Lisa Simpson,15,20,62.0
Lisa Simpson,15,21,225.0
Lisa Simpson,15,22,453.0
Lisa Simpson,16,1,87.0
Lisa Simpson,16,2,149.0
Lisa Simpson,16,3,238.0
Lisa Simpson,16,4,317.0
Lisa Simpson,16,5,245.0
Lisa Simpson,16,6,119.0
Lisa Simpson,16,7,79.0
Lisa Simpson,16,8,57.0
Lisa Simpson,16,9,156.0
Lisa Simpson,16,10,102.0
Lisa Simpson,16,11,365.0
Lisa Simpson,16,12,141.0
Lisa Simpson,16,13,190.0
Lisa Simpson,16,14,197.0
Lisa Simpson,16,15,251.0
Lisa Simpson,16,16,63.0
Lisa Simpson,16,17,87.0
Lisa Simpson,16,18,620.0
Lisa Simpson,16,19,161.0
Lisa Simpson,16,20,97.0
Lisa Simpson,16,21,133.0
Lisa Simpson,17,1,139.0
Lisa Simpson,17,2,342.0
Lisa Simpson,17,3,129.0
Lisa Simpson,17,4,137.0
Lisa Simpson,17,5,24.0
Lisa Simpson,17,6,292.0
Lisa Simpson,17,7,164.0
Lisa Simpson,17,8,223.0
Lisa Simpson,17,9,64.0
Lisa Simpson,17,10,84.0
Lisa Simpson,17,11,76.0
Lisa Simpson,17,12,284.0
Lisa Simpson,17,13,237.0
Lisa Simpson,17,14,115.0
Lisa Simpson,17,15,99.0
Lisa Simpson,17,16,93.0
Lisa Simpson,17,17,47.0
Lisa Simpson,17,18,163.0
Lisa Simpson,17,19,483.0
Lisa Simpson,17,20,89.0
Lisa Simpson,17,21,279.0
Lisa Simpson,17,22,55.0
Lisa Simpson,18,1,119.0
Lisa Simpson,18,2,334.0
Lisa Simpson,18,3,106.0
Lisa Simpson,18,4,94.0
Lisa Simpson,18,5,69.0
Lisa Simpson,18,6,249.0
Lisa Simpson,18,7,34.0
Lisa Simpson,18,8,190.0
Lisa Simpson,18,9,99.0
Lisa Simpson,18,10,93.0
Lisa Simpson,18,11,150.0
Lisa Simpson,18,12,358.0
Lisa Simpson,18,13,39.0
Lisa Simpson,18,14,243.0
Lisa Simpson,18,15,84.0
Lisa Simpson,18,16,131.0
Lisa Simpson,18,17,233.0
Lisa Simpson,18,18,102.0
Lisa Simpson,18,19,102.0
Lisa Simpson,18,20,144.0
Lisa Simpson,18,21,234.0
Lisa Simpson,18,22,188.0
Lisa Simpson,19,1,44.0
Lisa Simpson,19,2,101.0
Lisa Simpson,19,3,108.0
Lisa Simpson,19,4,37.0
Lisa Simpson,19,5,160.0
Lisa Simpson,19,6,76.0
Lisa Simpson,19,7,103.0
Lisa Simpson,19,8,284.0
Lisa Simpson,19,9,67.0
Lisa Simpson,19,10,162.0
Lisa Simpson,19,11,62.0
Lisa Simpson,19,12,70.0
Lisa Simpson,19,13,63.0
Lisa Simpson,19,14,392.0
Lisa Simpson,19,15,432.0
Lisa Simpson,19,16,140.0
Lisa Simpson,19,17,238.0
Lisa Simpson,19,18,442.0
Lisa Simpson,19,19,131.0
Lisa Simpson,19,20,273.0
Lisa Simpson,20,1,83.0
Lisa Simpson,20,2,168.0
Lisa Simpson,20,3,80.0
Lisa Simpson,20,5,122.0
Lisa Simpson,20,6,526.0
Lisa Simpson,20,7,198.0
Lisa Simpson,20,8,303.0
Lisa Simpson,20,9,572.0
Lisa Simpson,20,10,190.0
Lisa Simpson,20,11,173.0
Lisa Simpson,20,12,121.0
Lisa Simpson,20,13,548.0
Lisa Simpson,20,14,140.0
Lisa Simpson,20,15,111.0
Lisa Simpson,20,16,23.0
Lisa Simpson,20,17,175.0
Lisa Simpson,20,18,177.0
Lisa Simpson,20,19,406.0
Lisa Simpson,20,20,161.0
Lisa Simpson,21,1,17.0
Lisa Simpson,21,2,18.0
Lisa Simpson,21,3,98.0
Lisa Simpson,21,4,288.0
Lisa Simpson,21,5,9.0
Lisa Simpson,21,7,421.0
Lisa Simpson,21,8,258.0
Lisa Simpson,21,9,197.0
Lisa Simpson,21,10,77.0
Lisa Simpson,21,11,155.0
Lisa Simpson,21,12,233.0
Lisa Simpson,21,13,552.0
Lisa Simpson,21,14,182.0
Lisa Simpson,21,15,188.0
Lisa Simpson,21,16,94.0
Lisa Simpson,21,17,157.0
Lisa Simpson,21,18,0.0
Lisa Simpson,21,19,423.0
Lisa Simpson,21,20,304.0
Lisa Simpson,21,21,31.0
Lisa Simpson,21,22,51.0
Lisa Simpson,21,23,117.0
Lisa Simpson,22,1,467.0
Lisa Simpson,22,2,321.0
Lisa Simpson,22,3,527.0
Lisa Simpson,22,4,161.0
Lisa Simpson,22,5,526.0
Lisa Simpson,22,6,199.0
Lisa Simpson,22,7,226.0
Lisa Simpson,22,8,300.0
Lisa Simpson,22,9,29.0
Lisa Simpson,22,10,57.0
Lisa Simpson,22,11,8.0
Lisa Simpson,22,12,41.0
Lisa Simpson,22,13,96.0
Lisa Simpson,22,14,131.0
Lisa Simpson,22,15,255.0
Lisa Simpson,22,16,115.0
Lisa Simpson,22,17,30.0
Lisa Simpson,22,18,450.0
Lisa Simpson,22,19,172.0
Lisa Simpson,22,20,238.0
Lisa Simpson,22,21,383.0
Lisa Simpson,22,22,32.0
Lisa Simpson,23,1,11.0
Lisa Simpson,23,2,65.0
Lisa Simpson,23,3,251.0
Lisa Simpson,23,4,102.0
Lisa Simpson,23,5,190.0
Lisa Simpson,23,6,637.0
Lisa Simpson,23,7,98.0
Lisa Simpson,23,8,122.0
Lisa Simpson,23,9,364.0
Lisa Simpson,23,10,170.0
Lisa Simpson,23,11,374.0
Lisa Simpson,23,12,46.0
Lisa Simpson,23,13,295.0
Lisa Simpson,23,14,159.0
Lisa Simpson,23,15,107.0
Lisa Simpson,23,16,58.0
Lisa Simpson,23,17,41.0
Lisa Simpson,23,18,101.0
Lisa Simpson,23,19,249.0
Lisa Simpson,23,20,82.0
Lisa Simpson,23,21,137.0
Lisa Simpson,23,22,546.0
Lisa Simpson,24,1,210.0
Lisa Simpson,24,2,188.0
Lisa Simpson,24,3,86.0
Lisa Simpson,24,4,285.0
Lisa Simpson,24,5,168.0
Lisa Simpson,24,6,47.0
Lisa Simpson,24,7,84.0
Lisa Simpson,24,8,135.0
Lisa Simpson,24,9,100.0
Lisa Simpson,24,10,161.0
Lisa Simpson,24,11,112.0
Lisa Simpson,24,12,131.0
Lisa Simpson,24,13,266.0
Lisa Simpson,24,14,118.0
Lisa Simpson,24,15,276.0
Lisa Simpson,24,16,325.0
Lisa Simpson,24,17,198.0
Lisa Simpson,24,18,165.0
Lisa Simpson,24,19,143.0
Lisa Simpson,24,20,51.0
Lisa Simpson,24,21,101.0
Lisa Simpson,24,22,75.0
Lisa Simpson,25,1,294.0
Lisa Simpson,25,2,205.0
Lisa Simpson,25,3,15.0
Lisa Simpson,25,4,208.0
Lisa Simpson,25,5,235.0
Lisa Simpson,25,6,652.0
Lisa Simpson,25,7,77.0
Lisa Simpson,25,8,278.0
Lisa Simpson,25,9,152.0
Lisa Simpson,25,10,64.0
Lisa Simpson,25,11,63.0
Lisa Simpson,25,12,100.0
Lisa Simpson,25,13,381.0
Lisa Simpson,25,14,68.0
Lisa Simpson,25,15,415.0
Lisa Simpson,25,16,293.0
Lisa Simpson,25,17,218.0
Lisa Simpson,25,18,194.0
Lisa Simpson,25,19,16.0
Lisa Simpson,25,21,284.0
Lisa Simpson,25,22,311.0
Lisa Simpson,26,1,111.0
Lisa Simpson,26,2,109.0
Lisa Simpson,26,3,104.0
Lisa Simpson,26,4,149.0
Lisa Simpson,26,5,132.0
Lisa Simpson,26,6,207.0
Lisa Simpson,26,7,73.0
Lisa Simpson,26,8,73.0
